,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
902,101603,-96876,-2375781,-2815,107404,75961,297742,1422376,451586,-239825,-748936,-121335
903,129540,-81355,-2385271,9310,96371,95104,988336,2181626,192654,-301738,-707601,162881
904,139843,-73712,-2412519,14935,90876,102278,1196763,1574569,-25165,-592154,-174762,529580
905,146697,-63263,-2425214,22296,83298,106998,439215,807296,167079,-590405,-192682,418750
906,137161,-59669,-2429795,24502,80674,99953,566218,-486143,-426443,-206000,-164302,-6899
907,115482,-62358,-2452839,21857,82637,84235,1404749,607439,-506378,389800,-388234,405547
908,115786,-54191,-2486494,27422,76659,84113,1458097,1879182,294600,405201,-629112,403747
909,118375,-35660,-2521886,39954,62923,85277,1829056,1258312,459288,271620,-558324,82576
910,110660,-21556,-2556542,48865,52316,78900,1200475,1160487,160194,415481,-210100,150491
911,112812,-8633,-2563580,57340,42482,79983,427457,99003,414664,168008,-702144,189203
912,81022,8600,-2572044,66311,29203,54682,706837,-1366688,406743,117136,-707525,-20663
913,56829,21339,-2574652,72187,19265,35056,253021,-249936,182089,-91026,-569048,322021
914,52676,29071,-2576981,76527,13183,31229,579856,266700,-95096,-144041,-560434,-18467
915,46800,31934,-2587747,77677,10923,26404,707645,436646,-347590,-56692,-587958,-75546
916,40334,32662,-2600665,77436,10346,21276,821746,353443,-418257,680,-522410,42374
917,28355,32998,-2617083,76285,10081,11867,925273,108135,-434312,-73169,-603230,37792
918,7502,34724,-2634864,74702,8715,-4600,967636,-361036,-358640,-94380,-672205,-43046
919,-22741,38847,-2651683,72748,5443,-28651,926401,-855721,-223697,-154484,-771840,108323
920,-64295,46770,-2667215,70149,-873,-62017,942712,-1567001,-52824,-188369,-702292,285107
921,-126623,56539,-2677711,62273,-8712,-111745,691912,-3165432,27589,-188778,-523889,276149
922,-218873,69351,-2682070,43725,-19079,-184413,652237,-4584333,316482,116910,-252475,2489
923,-316214,89051,-2678207,19629,-35207,-261169,391187,-4574419,726979,335707,-86857,105413
924,-391375,107187,-2662317,-3221,-50247,-320024,-33313,-3403094,681920,389411,-63165,352318
925,-446897,106205,-2633898,-29689,-49428,-358023,-1052300,-3139083,12158,-55358,-268253,666211
926,-492174,97232,-2612690,-56358,-41968,-385045,-361190,-2062244,-281360,-376299,-409334,401180
927,-521203,91825,-2607593,-73893,-37495,-401735,-53361,-760549,-529774,-359894,-380330,439385
928,-523082,84567,-2604985,-78037,-31516,-400269,-59409,720294,-552010,-368628,-394426,529395
929,-495559,75993,-2598801,-67540,-24492,-379718,-342323,1880240,-538381,-414266,-468436,368814
930,-450146,61975,-2585603,-51691,-13099,-345405,-736483,2391199,-635793,-414520,-486558,287610
931,-390111,43166,-2566259,-33827,2005,-299254,-1024711,2954054,-749622,-417142,-515563,191641
932,-314368,17530,-2539339,-17173,22247,-239720,-1500945,3496026,-1071973,-238391,-684197,-38976
933,-221136,-15291,-2505955,-5040,47562,-165865,-1596796,4150713,-1406767,-231939,-737146,-124122
934,-119631,-48395,-2474954,345,72388,-86886,-1250061,4498358,-1531909,-145084,-747857,-283926
935,-25968,-71667,-2453368,1936,89399,-16653,-503238,3984798,-1090200,111870,-554846,-191166
936,36551,-80128,-2448371,3871,95492,28698,302401,2891114,-545855,105647,-474132,-114111
937,75004,-77722,-2458382,8888,93764,55898,773871,2559747,-139418,87828,-422783,-123854
938,110591,-67780,-2470885,17915,86583,80925,650466,2471585,169618,-216762,-543822,30073
939,141408,-59401,-2477585,24804,80478,103050,464240,1860678,-75523,-323901,-523556,134046
940,164263,-56822,-2482089,26973,78590,119738,446273,1436601,-301568,-430380,-462266,148899
941,167617,-61387,-2490005,23891,81930,122229,617415,337527,-788210,-324544,119737,20539
942,154097,-69548,-2499991,18126,87865,112490,614129,-14573,-645708,-330193,44969,108126
943,145941,-72442,-2510766,15966,89959,106648,699696,478580,-436371,-217377,-575975,300006
944,139285,-68143,-2534778,18761,86847,101727,1354680,1063916,-64009,42905,-700792,698572
945,148373,-61817,-2557972,23321,82244,108190,878058,1799706,-104602,158004,-609459,788743
946,165766,-55781,-2573962,27695,77826,120832,1004686,1613404,21504,356924,-585785,219232
947,157146,-42742,-2607666,36385,68199,114326,1777115,582204,420259,795651,-466462,-403200
948,134817,-22776,-2644448,49070,53239,97186,1369441,505106,606585,922509,-335519,-417630
949,125913,-5990,-2653633,59620,40457,89900,217351,-238550,297184,-118561,-523559,473735
950,112543,1895,-2639063,64049,34391,79339,-521442,-937650,-57459,-280520,-643897,388807
951,102388,4625,-2620185,65228,32282,71390,-298478,-643697,-234671,-231390,-631976,263928
952,85889,5930,-2617297,64985,31273,58596,407102,-627784,-297060,10489,-556458,-265253
953,60253,8161,-2626491,64315,29542,38687,685155,-694892,-272599,-3885,-653605,68634
954,33444,13488,-2639444,64919,25401,17585,883404,-546150,-79125,-58688,-689137,214370
955,2789,25926,-2659328,68745,15662,-7341,1263318,-642651,280438,-89995,-777252,-10155
956,-35870,48845,-2684210,76496,-2534,-40140,1516568,-1055471,732458,-35688,-767831,-193176
957,-86418,75893,-2705778,82277,-24410,-83618,1246109,-1920462,697494,-74261,-636884,-74045
958,-150819,96303,-2715271,77913,-41199,-137659,881980,-3016232,381230,-142376,-603844,223253
959,-232421,115006,-2724153,63002,-56788,-204800,1075500,-3922197,333535,-137476,-452147,320727
960,-326354,132169,-2729111,36332,-71262,-279924,554581,-4233522,318545,45812,-215474,363105
961,-400858,143692,-2717181,8863,-81067,-337363,-111817,-3300672,446223,72181,-231732,460813
962,-438028,147144,-2692236,-7519,-84018,-364646,-426614,-1886081,210406,-262725,-364767,505965
963,-472597,140231,-2674226,-27878,-78115,-386321,-611424,-1852027,-419043,-418970,-490696,496251
964,-501693,126176,-2663987,-48959,-66190,-401161,-438385,-958566,-758674,-373765,-441204,482557
965,-504466,112330,-2659716,-56249,-54545,-398258,-302979,714385,-726757,-278874,-356902,488032
966,-474209,98717,-2651773,-46560,-43200,-373792,-548839,2034050,-726961,-245046,-269904,348041
967,-426340,78064,-2636679,-32866,-26185,-335007,-1057828,2333667,-886860,-261104,-244820,239203
968,-369429,51339,-2611027,-20913,-4532,-287811,-1497306,2552661,-925462,-43138,-182046,63787
969,-290919,21299,-2574592,-6613,19296,-224524,-1878429,3585579,-1027724,148875,-169741,-122286
970,-185756,-11406,-2530902,7321,44602,-141774,-1870608,4436357,-1206084,114205,-229837,-252797
971,-78235,-33583,-2494483,18272,61369,-59969,-1126189,4490934,-848440,-76906,-958152,-159141
972,13921,-45132,-2473496,25034,69973,8756,-298931,4016616,-698912,-83668,-966756,-227866
973,81306,-50142,-2469159,28148,73677,58588,248514,3281054,-510413,-88811,-634827,37503
974,125578,-48099,-2476035,31943,72168,91084,569623,2482588,-112973,-186570,-451510,-59264
975,158296,-39752,-2478960,38401,65975,115141,262629,1769212,63113,-279895,-552983,-33409
976,179561,-33878,-2476856,42445,61590,130985,126052,1090849,-138865,-396428,-638747,33618
977,192872,-30878,-2473924,44344,59342,140979,175385,765287,-284450,-468213,-342401,223650
978,196361,-34519,-2470248,41889,62070,143551,17988,38652,-651018,-450560,-105932,58388
979,185498,-39812,-2455723,38476,66021,135398,-505025,-1147523,-599740,-437793,51357,-149659
980,159687,-45828,-2441026,34352,70487,116250,138790,-1363543,-682561,69764,-133103,494931
981,130780,-47927,-2470717,32248,72041,94919,1839189,770587,-388203,-10499,-367231,776745
982,138821,-41270,-2507323,36966,67105,100685,1395953,2348868,109810,-123266,-907248,803160
983,153931,-27382,-2538294,46527,56713,111698,1731565,1640041,455963,319262,-844304,143328
984,125449,505,-2605226,63749,35464,89329,3203951,1423234,1182234,1439324,-553188,-594435
985,129739,31056,-2639941,82987,11616,91719,503581,862896,860715,541530,-435347,58357
986,112462,44263,-2624866,90226,1131,77570,-516981,-1742355,45076,86170,-387889,335736
987,93199,46001,-2600388,90121,-258,62150,-728488,-972111,-316311,-151564,-554575,414952
988,86535,42816,-2585796,87744,2284,57020,-75869,-111548,-570296,-150910,-549961,-159492
989,85776,34188,-2583772,82472,9139,56898,182893,429912,-869353,-23980,-449150,23553
990,94800,25337,-2586103,77678,16126,64468,410240,1060291,-733977,167124,-494085,228279
991,104170,22403,-2593486,76443,18430,71948,580785,884711,-397139,2878,-772223,60917
992,100227,28479,-2604155,79950,13652,68572,746095,197100,118712,-82111,-797901,6218
993,75590,44445,-2617170,87880,983,48235,905325,-1025792,501678,-152435,-716690,-420726
994,27364,61262,-2631499,92943,-12523,8552,958868,-1914594,279933,-80014,-488813,36711
995,-27127,71745,-2650879,91170,-21028,-36036,1197147,-1762532,-124522,-228021,-464241,262376
996,-84492,79098,-2670996,84468,-27031,-82577,967834,-2270738,-174611,-525320,-462083,313814
997,-150569,84242,-2675939,71525,-31248,-135267,359737,-3230493,-194720,-359773,-399455,434391
998,-220767,86135,-2667150,52033,-32805,-189580,213877,-4027046,128950,-164271,-329309,345302
999,-304990,100004,-2661251,29417,-44268,-255853,399288,-3972611,474143,368187,-264670,19867
1000,-372169,111624,-2647988,7362,-53955,-307715,-269503,-2884235,338823,256728,-176553,406918
1001,-412866,106697,-2619790,-13268,-49838,-334875,-929370,-2190125,-41621,-173144,-445380,681240
1002,-443354,101629,-2604892,-30028,-45618,-354148,-133399,-1290455,-342726,-451824,-462340,413998
1003,-460947,94611,-2601366,-41789,-39799,-363631,-100466,-218675,-665404,-426269,-349020,371129
1004,-454373,82915,-2598519,-43908,-30159,-355339,-257355,1057554,-802731,-367906,-378235,373045
1005,-423337,67294,-2591359,-36624,-17409,-329454,-575558,1889808,-861568,-398460,-500849,293525
1006,-379932,45345,-2577684,-28382,266,-293083,-933939,2178452,-1071676,-361887,-538574,178893
1007,-326579,15748,-2558690,-22707,23639,-247568,-1287231,2589824,-1341727,-405067,-651455,14238
1008,-256203,-18294,-2529490,-17598,49843,-189444,-1625135,3122610,-1352247,-424124,-745164,-29818
1009,-169949,-50369,-2493840,-12685,73844,-121695,-1537613,3604877,-1352254,-282979,-696549,-128772
1010,-74342,-80875,-2457472,-12152,96027,-49128,-1422254,3995890,-1466249,105158,-445324,-241881
1011,22237,-108226,-2421435,-17267,115364,21619,-1158850,3606762,-1352815,257553,-313645,-319815
1012,86933,-121628,-2389349,-21363,124645,67259,-773551,1576107,-562377,237510,-513447,-235342
1013,112584,-119658,-2369185,-18565,123288,84749,-221315,822114,-31990,-137237,-695089,-279658
1014,134678,-104894,-2362688,-7129,113036,99494,238383,1403953,584703,-177374,-647057,-137345
1015,154682,-87276,-2377124,5806,100600,113197,1215282,2047006,364240,-203950,-624275,142776
1016,165191,-80568,-2408958,10631,95806,120621,1276972,1883011,-235461,-387090,285838,490713
1017,177550,-75270,-2424520,14368,92000,129480,601137,1151138,90838,-460256,238558,344189
1018,171825,-67128,-2433559,19979,86110,125323,622044,-107233,-123184,-279052,-261687,-164853
1019,143722,-66078,-2455322,20297,85347,104897,1451447,-248721,-357559,266070,-446043,-69658
1020,119354,-64120,-2497245,20822,83922,87125,1725499,1152197,-348895,488049,-364738,458108
1021,127129,-61344,-2521996,23027,81898,92683,816352,1534944,-172001,244740,-368330,653234
1022,125683,-54668,-2536317,27512,77008,91392,966856,44539,-15216,186330,-624335,111463
1023,94791,-45270,-2558335,32306,70075,68225,948156,-264541,38460,248613,-731338,-120770
1024,94615,-40337,-2561248,35587,66412,67822,89142,635355,-216521,58716,-628234,339304
1025,105811,-38827,-2550177,37237,65287,76057,-216842,400112,-263230,-78537,-661807,304473
1026,112672,-36827,-2539069,38916,63795,81072,-85447,242885,-219381,19852,-743140,-1003
1027,112417,-34912,-2532742,40173,62364,80800,57745,-1329,-276820,74304,-672815,-166761
1028,104935,-33572,-2527206,40673,61361,75153,66573,-386024,-251697,1155,-646544,6152
1029,85914,-28051,-2527568,43138,57217,60624,502310,-714661,35915,-20061,-718160,-38432
1030,50622,-13195,-2543472,49863,45966,33000,1168706,-1084122,475810,-56404,-747742,-242909
1031,-3853,10165,-2569071,58157,27987,-10712,1481077,-1877543,685175,-101686,-692821,-411293
1032,-71618,33479,-2596145,60922,9702,-65710,1573762,-2395645,433318,-219317,-662542,-64364
1033,-147999,50240,-2620728,53389,-3651,-126915,1328511,-3031168,1926,-351342,-515111,216979
1034,-233664,62058,-2638248,35087,-13167,-193764,989197,-3552885,-37164,-272646,-364392,358289
1035,-316603,71699,-2643636,10718,-20990,-256732,470135,-3651310,-15026,-68360,-264251,492379
1036,-385729,75784,-2636773,-15673,-24321,-306587,-137238,-3057768,-67031,-31517,-291804,611662
1037,-432556,71214,-2620635,-39012,-20595,-336914,-435285,-2073009,-185742,-210921,-452237,566794
1038,-462654,68698,-2608624,-54525,-18549,-355905,-148472,-1169566,-190238,-235966,-430877,530365
1039,-470515,64990,-2599766,-60088,-15541,-359704,-140392,226578,-355408,-258815,-410478,497283
1040,-451032,56992,-2589964,-54491,-9078,-344254,-462056,1392611,-498018,-222893,-413401,303489
1041,-409573,40422,-2571217,-43678,4191,-311339,-1081206,2057135,-708293,-163943,-456058,107456
1042,-352389,12392,-2540625,-34480,26255,-264018,-1729495,2304600,-1025059,-111739,-525303,3831
1043,-284783,-21765,-2501232,-29020,52473,-207980,-1930974,2625650,-1217022,58506,-489692,18349
1044,-197930,-58906,-2459881,-25372,80116,-138874,-1881848,3731497,-1548176,202410,-349214,-122396
1045,-95173,-89082,-2419115,-21557,101884,-61995,-1452707,4045458,-1047789,212176,-382304,-414041
1046,-7945,-100235,-2384269,-15230,109769,-173,-849840,2967276,-474971,194495,-412603,-470585
1047,49359,-103382,-2358147,-11159,111978,39897,-592689,1957942,-302034,-14165,-516192,-366917
1048,90068,-100767,-2337929,-6233,110142,68094,-353593,1462050,-108517,-164921,-621230,-149020
1049,111867,-96038,-2332518,-1710,106813,83144,460157,1142899,-122720,-400155,-753260,151008
1050,113685,-91141,-2355591,1826,103347,84204,1282883,1252537,-281620,-620854,-687477,274308
1051,120483,-93386,-2373183,535,104937,89108,514237,1276837,-629918,-643917,-380779,207132
1052,140157,-103338,-2362772,-5866,111947,103284,-525674,541419,-965253,-449481,-47289,69438
1053,155027,-117177,-2331457,-15490,121577,113923,-830957,-261571,-1024040,-309212,-423114,214513
1054,164923,-127170,-2312878,-22628,128444,120850,-133249,585620,-637829,-160639,-767232,371267
1055,192393,-126907,-2301577,-22457,128264,139631,-270002,1609465,-282242,207582,-786247,483163
1056,226579,-121394,-2291010,-19194,124483,163190,186215,1606562,47824,352894,-779155,381342
1057,231882,-109860,-2314997,-11068,116502,167284,1466139,1356938,357255,503688,-557765,-90526
1058,221381,-97278,-2346920,-1740,107687,160376,1114474,617210,236106,628272,-261856,-693650
1059,197108,-88597,-2371040,4930,101540,143390,1179126,-417549,8216,474782,-364716,-508252
1060,166563,-85589,-2391561,7133,99397,121644,725311,-363486,-330446,-78554,-607401,265783
1061,155892,-89397,-2389783,4334,102109,114090,-162293,-431557,-652752,-165996,-668096,340765
1062,151398,-98153,-2373709,-1927,108304,111060,-261402,-342099,-826611,-47217,-719549,259811
1063,157292,-106262,-2363221,-7608,113993,115328,-90402,573954,-687721,233230,-924884,183536
1064,174386,-111124,-2353369,-10953,117381,127282,-98150,860093,-575979,319537,-1100102,239912
1065,191674,-114329,-2338954,-13326,119606,139267,-337145,505693,-453280,371669,-1129853,152365
1066,194197,-111556,-2328766,-11357,117682,141049,107492,-144975,-93624,343088,-1069854,-200872
1067,178457,-105578,-2325282,-6975,113516,130116,-5880,-943442,-117960,177925,-916564,-477384
1068,154755,-103794,-2304929,-5883,112267,113516,-681383,-1878841,-309487,20323,-829469,32426
1069,119749,-101494,-2273116,-5234,110654,88922,-944775,-3042140,-76964,25885,-536412,292950
1070,67577,-91729,-2237415,-1427,103764,51666,-833603,-3708098,398957,88041,-282972,184409
1071,4211,-76601,-2214813,2657,92958,5369,-287775,-3472811,493266,151264,-116160,170143
1072,-53280,-65383,-2193561,1892,84841,-36925,-488058,-3178175,245799,38793,-73360,431355
1073,-102219,-61808,-2163430,-4744,82237,-72039,-882805,-3167362,15497,164097,122512,572120
1074,-154698,-55927,-2134466,-12493,77933,-109861,-433672,-3404161,501773,367662,108826,445683
1075,-203326,-28893,-2118469,-8150,57850,-150023,433591,-2031375,1435425,613715,-36710,244985
1076,-218483,10180,-2088633,10763,27975,-170285,-546636,-1122828,2051248,400283,-502272,154224
1077,-214861,38970,-2033396,28287,5346,-174493,-1463159,-1409467,1534604,239189,-459715,234695
1078,-217701,53827,-1974419,35660,-6531,-180015,-1756501,-1575087,1116160,71264,-401711,286558
1079,-213438,60446,-1910734,40596,-11864,-178345,-2113817,-1168788,786268,-357683,-104204,302160
1080,-198753,57327,-1844912,43323,-9347,-166668,-2363737,-761170,300095,-576154,-157257,269595
1081,-178824,44900,-1777491,42122,622,-149085,-2535210,-635329,-117870,-639071,-442662,188840
1082,-153907,26003,-1713119,37939,15601,-126606,-2425506,-175836,-568481,-534852,-706711,49388
1083,-115275,-94,-1652696,31604,35926,-92952,-2366118,694068,-1045609,-354612,-839385,-26046
1084,-59712,-31231,-1591686,23171,59606,-46885,-2430371,1283560,-1354461,-137302,-921170,-167739
1085,-481,-64824,-1525711,10066,84435,607,-2425413,759181,-1558854,31320,-1014589,-407140
1086,27504,-91183,-1471432,-4732,103377,23437,-1430503,-778057,-1078848,363577,-847892,-439218
1087,16320,-93949,-1441502,-7887,105336,15913,-595198,-1376540,9862,109379,-822752,-278007
1088,-5000,-83572,-1424295,-3293,97957,-271,-13765,-1292528,340692,-121640,-844731,-33963
1089,-35724,-69341,-1427247,2045,87715,-23892,780745,-953088,280645,-155710,-516114,368931
1090,-58783,-56080,-1441087,7141,78046,-42307,880051,63601,90961,-126765,-29562,870895
1091,-47848,-50649,-1445951,12563,74052,-35319,158037,1662287,-275054,-278274,213995,835923
1092,-5217,-50301,-1429103,19167,73794,-4582,-632911,1709254,-146043,-395549,189747,674388
1093,33791,-53990,-1396592,21374,76511,24165,-1069061,835844,-595555,-247611,-257443,406687
1094,57938,-66197,-1364343,15435,85434,42755,-890573,197003,-830635,326444,-509270,299414
1095,69857,-74611,-1338200,10647,91524,51986,-716928,-79474,-572695,574503,-707072,21216
1096,87852,-78165,-1302783,9468,94082,65119,-1218598,120469,-322218,436461,-727605,87965
1097,118296,-76333,-1257959,12368,92764,86855,-1479965,350572,-96807,267103,-552230,249317
1098,159713,-74940,-1195512,14484,91761,116626,-2284638,135647,-263454,100664,-469730,383244
1099,205686,-73675,-1119063,15190,90849,149782,-2556445,-126205,-345134,19804,-414542,344166
1100,243778,-71816,-1043100,15178,89506,177322,-2426769,-563052,-436604,-37359,-388343,154332
1101,273393,-70007,-971872,14689,88197,198780,-2264750,-665603,-505843,-175863,-396952,-41151
1102,301065,-67777,-904847,14020,86581,218887,-2138256,-542430,-515800,-281089,-458187,-47922
1103,331656,-65772,-841554,12310,85125,241085,-1941758,-146344,-636712,-356849,-607320,158870
1104,364138,-67324,-787821,7260,86252,264161,-1419703,206309,-834343,-347969,-657046,209081
1105,388649,-71958,-749817,623,89609,280936,-913502,282447,-866156,-323646,-671130,171341
1106,415207,-77114,-714283,-7120,93327,298810,-985985,489544,-911793,-173203,-631345,-20224
1107,445511,-81436,-675506,-15472,96429,319116,-1057498,470667,-924019,-164850,-634447,-40530
1108,476267,-84905,-636998,-23947,98910,339550,-986793,565110,-893736,-385,-719920,-184653
1109,489439,-75062,-613371,-20246,91850,350623,-923068,604955,-789722,89099,-757888,-250840
1110,515309,-74972,-580160,-26136,91783,368313,-855213,347685,-714141,162921,-788509,-286154
1111,531033,-74081,-550470,-29395,91142,379188,-697384,-98328,-668671,251462,-766703,-285632
1112,532435,-73378,-526376,-29290,90635,380307,-507211,-678792,-595028,227964,-770346,-215719
1113,516061,-71477,-507487,-24034,89262,369627,-362030,-1450135,-433861,165412,-768103,-236030
1114,477157,-65506,-495375,-11283,84931,344127,-195114,-2397107,-60808,308377,-564707,-78863
1115,413504,-52048,-492736,9879,75082,301637,160877,-3182193,423384,242202,-534104,-34541
1116,329101,-34615,-509681,33388,62141,242423,1101567,-3426362,728302,222324,-536743,-284135
1117,228555,-14324,-551173,54279,46826,168297,1946562,-3128062,789369,240190,-377722,-10776
1118,143804,6862,-588720,68387,30550,103331,1444589,-2421665,662112,177987,-54210,483513
1119,84870,27097,-606202,78075,14740,56586,721491,-1944878,604108,140039,33026,635208
1120,39799,45024,-600521,84809,522,19827,-264951,-2160588,524855,61895,56095,482820
1121,7705,61244,-570106,90400,-12508,-7131,-929263,-2114350,726322,80793,-325406,298351
1122,-19164,88017,-541694,101619,-34354,-31507,-468827,-1730044,1456505,231135,-666597,54981
1123,-43649,126486,-516008,118117,-66452,-55887,-476191,-1601436,1801324,277273,-565484,33204
1124,-72432,161972,-485711,130316,-96763,-84097,-638462,-2104832,1556213,20889,-463731,231122
1125,-105378,192109,-446736,137051,-123006,-115670,-1227358,-2321221,1568400,-280525,-208500,173507
1126,-134781,218163,-394490,141056,-146046,-144093,-1764941,-2334093,1524069,-402647,-151739,391566
1127,-158911,237506,-334213,142365,-163350,-167307,-2099567,-2164007,1370887,-458399,-301274,494874
1128,-177853,252705,-273519,142734,-177063,-185606,-2022476,-1786529,1211777,-507567,-390208,493580
1129,-191552,262851,-216393,142310,-186271,-198742,-1987296,-1384883,905997,-604005,-370455,430407
1130,-194998,265748,-162365,142291,-188909,-202100,-1985516,-654718,525855,-716337,-370700,364628
1131,-184835,261947,-111112,144145,-185450,-192903,-2011643,41443,148766,-717428,-367004,248115
1132,-161913,251047,-62797,146986,-175563,-171801,-1955625,685323,-278956,-654259,-387358,117608
1133,-127520,234086,-19336,149828,-160279,-140078,-1823717,1363018,-704056,-546993,-423562,665
1134,-82700,210947,19390,150953,-139634,-98767,-1663717,1844753,-1166095,-361351,-390956,-102277
1135,-34668,180957,53549,146998,-113243,-54349,-1489540,1919506,-1628583,-48756,-311403,-171613
1136,9184,148862,84803,138351,-85489,-14071,-1304643,1529985,-1615042,202491,-131882,-227104
1137,32198,129500,113206,131389,-69001,6871,-904962,147792,-764447,361964,-152214,-356138
1138,20599,130254,134208,130306,-69639,-2897,-493671,-1299274,48924,310862,-519862,-553112
1139,-1181,143624,152811,134146,-81009,-22333,-348959,-1003991,671262,46966,-828102,-2471
1140,-11962,166189,159908,143778,-100408,-33556,547725,-60573,797025,141001,-358813,400429
1141,-13151,183402,153912,151926,-115379,-36176,567936,652705,95499,243953,386366,630328
1142,-6266,188212,154554,155335,-119588,-30691,141167,604308,47715,-401545,335368,755916
1143,3350,207399,167508,165781,-136488,-23972,-362247,521753,881790,-682056,-249111,377891
1144,22515,224955,194057,176491,-152101,-8475,-924249,690286,515521,-672259,-470572,-353609
1145,29574,226706,216733,178220,-153667,-2357,-677888,-165928,-562701,-613823,-350814,-42664
1146,32136,210648,245429,171327,-139367,969,-1388796,-53762,-1089103,-367550,-256867,673720
1147,50259,194801,277042,166139,-125371,17834,-993673,773625,-816074,-84545,-167255,601953
1148,74077,188062,291717,165341,-119456,38974,-92990,1333985,-538105,80055,-216048,133853
1149,98752,184802,290706,165739,-116602,60628,356707,1695658,-531154,3090,-367476,-137435
1150,128185,182038,296877,166046,-114188,86383,-307835,1546466,-474717,-130396,-454593,-75451
1151,156144,177592,317054,164737,-110310,110829,-758729,1044631,-593658,-228299,-539677,261293
1152,177214,171785,341134,162070,-105259,129183,-819940,642475,-670483,-250169,-545278,170949
1153,192887,165864,369535,159016,-100127,142744,-1100232,255608,-650581,-265944,-542109,121315
1154,205375,162340,404506,157012,-97082,153498,-1297333,-21228,-513802,-255944,-465244,183346
1155,215434,161251,437161,156178,-96141,162158,-1017791,52087,-442509,-255110,-466184,174685
1156,224981,161747,460412,156077,-96569,170401,-594508,319760,-349097,-275258,-397824,77255
1157,233725,163010,474935,156322,-97659,177975,-262421,404802,-325522,-274939,-424032,-76314
1158,239710,164393,483770,156712,-98855,183179,-63004,406151,-302767,-242064,-448150,-110495
1159,243567,166757,488899,157681,-100900,186585,76275,369161,-231243,-181067,-483993,-105417
1160,245395,170580,491468,159478,-104213,188293,146204,347266,-144201,-205097,-524227,32126
1161,246125,175954,492528,162088,-108884,189107,224730,325394,-70985,-261738,-546628,140138
1162,244442,182953,491017,165605,-114987,187875,329549,252166,35595,-339291,-576749,165433
1163,240692,191717,489745,170040,-122663,184872,221837,75501,86344,-404562,-580960,95407
1164,230462,199488,491732,174249,-129500,176101,103698,-458361,-37711,-404605,-486522,-45617
1165,212990,203457,497973,176792,-133001,160777,-150636,-776150,-265544,-378677,-452945,50700
1166,194612,203948,511215,177449,-133436,144550,-392208,-984734,-374854,-316848,-441402,189470
1167,174095,204184,526002,177682,-133644,126420,-389544,-1073285,-343743,-207233,-415222,236913
1168,148219,205472,536341,177908,-134784,103536,-54911,-1303845,-252448,-127701,-406165,90883
1169,116207,208081,539584,177834,-137092,75179,188946,-1383617,-228211,-89924,-473924,-117241
1170,81657,208961,540493,175837,-137871,44636,213867,-1438535,-368971,-75093,-511872,-125578
1171,47597,208018,540174,172001,-137036,14708,279650,-1312936,-399651,-77775,-466762,229363
1172,15314,210988,542163,169196,-139669,-13800,113244,-1440497,-57751,-71901,-452747,343884
1173,-26089,220594,552473,166818,-148212,-50798,-265170,-2406929,326472,-62290,-397452,344276
1174,-89849,234516,569037,159557,-160663,-107699,-224198,-3704591,596546,41605,-243811,-114387
1175,-176555,255539,583786,144267,-179631,-184920,-47431,-4600449,965329,105264,-152119,-108378
1176,-270653,276403,608980,118715,-198639,-267161,-704761,-4990632,1075537,126117,140509,306475
1177,-352571,287636,651516,87343,-208945,-335587,-1376293,-4191271,1023888,-3172,90971,790305
1178,-409520,296758,689973,62534,-217351,-381958,-586071,-2726658,906816,-141142,-1958,820793
1179,-446097,310197,706739,47438,-229794,-412694,166544,-1218865,414486,-268151,-3369,26774
1180,-458787,313960,715977,41617,-233290,-423039,-133148,-40780,-96524,-279053,38945,189906
1181,-449689,309467,729928,45266,-229116,-415237,-524860,779093,-192177,-274127,-81760,354620
1182,-427187,302821,746198,55280,-222956,-396774,-542561,1354390,-188765,-435829,-230864,435538
1183,-391715,297084,761957,71624,-217652,-368260,-499574,2119175,-205468,-623636,-343193,418575
1184,-339397,290804,777985,94479,-211862,-325706,-578949,2884680,-295665,-743200,-408753,308546
1185,-276836,280355,794232,117670,-202257,-272950,-668900,3204793,-616102,-749913,-495917,245780
1186,-212540,262811,807096,135220,-186235,-216470,-604375,3276955,-1134900,-633613,-528677,143142
1187,-148160,234377,817509,144204,-160539,-157728,-758419,3271491,-1765152,-367784,-397285,-35198
1188,-80809,199085,834228,146025,-129143,-95729,-1071540,3430093,-1729086,-136851,-217652,-380
1189,-4479,174927,861706,149248,-107989,-27978,-1267822,3233886,-978177,-142576,-184425,-183824
1190,53591,164094,897733,151591,-98597,22602,-1360814,1691167,-581608,-52252,-358154,-429607
1191,73112,157793,928186,150347,-93160,39696,-866587,-20846,-448843,-205090,-484562,-321047
1192,73457,160897,943363,151942,-95836,39829,-76255,178963,46735,-290013,-550322,-26502
1193,84758,173645,941337,159250,-106875,48941,710070,1424622,342255,-470493,-301153,5462
1194,107388,185647,925152,166709,-117342,68132,1084009,1945483,33347,-532930,-152733,-73786
1195,127762,189238,905144,169509,-120487,85840,1190545,1717812,-399314,-376458,-22589,165035
1196,142337,188768,884628,169826,-120075,98615,1003641,1456325,-379989,-218726,161860,666436
1197,157956,191915,881079,171712,-122836,112270,108906,1055860,-157126,-133865,34204,609782
1198,170842,193622,888437,172676,-124335,123578,-68833,507481,-328580,-52356,-20969,368371
